"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=apc.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=atah.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=avp.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=awe.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=axp.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=azn.l target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=azn.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=ba.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=bac.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=bayg.de target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=bbdb.to target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=bbdsvb.to target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=bbi.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=bby.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=bgp.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=bj.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=bk.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=blc.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=bls.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=bmy.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=bnk.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=bnny.ob target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=brka.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=brl.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=bsc.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=bsx.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=bud.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=c.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=ca.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=cag.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=cal.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=cat.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=cc.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=cce.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=cd.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=chir.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=cien.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=cl.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=clx.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=cmcsa.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=cmcsa.oq target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=coms.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=cop.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=cost.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=cpb.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=cpn.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=csco.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=ctb.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=ctv.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=cvh.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=cvx.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=cybx.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=czr.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=dal.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=dcx.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=dcxgn.de target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=de.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=dell.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=dge.l target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=dis.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=dj.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=dna.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=dow.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=dtv.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=dva.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=dwa.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=ead.pa target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=eaug.pa target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=ebay.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=eds.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=ek.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=enrnq.pk target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=f.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=fdx.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=fhcc.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=fnm.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=fon.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=fre.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=gd.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=gdt.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=ge.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=gild.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=gis.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=gm.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=goog.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=goog.oq target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=gps.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=grey.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=gs.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=gsk.l target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=gt.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=gtw.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=hal.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=hb.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=hca.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=hd.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=hdi.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=het.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=hlgc.to target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=hlr.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=hlyw.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=hnz.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=hon.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=hpq.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=hrb.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=ibc.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=ibm.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=idb.to target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=idbe.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=imcl.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=intc.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=ip.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=jblu.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=jci.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=jcp.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=jnj.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=jny.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=jpm.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=kft.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=kkd.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=kmrt.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=ko.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=kr.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=l.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=leh.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=lly.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=lmt.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=low.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=ltd.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=ltr.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=lu.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=maxm.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=mcd.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=mdt.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=mer.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=mgg.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=mgm.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=mmc.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=mmm.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=mo.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=mogn.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=mond.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=mot.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=mrk.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=msft.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=mtb.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=mwd.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=nabi.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=nav.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=ncp.ax target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=nem.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=nite.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=nke.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=noc.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=nok1v.he target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=novl.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=nsm.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=nt.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=nt.to target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=nwac.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=nxtl.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=nyt.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=odp.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=omc.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=omm.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=orbz.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=orcl.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=pep.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=pfe.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=pg.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=pixr.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=plce.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=psft.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=pss.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=ptz.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=q.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=qcom.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=rad.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=rai.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=rbk.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=rim.to target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=rjf.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=rov.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=rsh.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=s.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=sab.l target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=safm.o target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=sbc.n target=/stocks/quickinfo/fullquote""&gt;"
"&lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=sbux.o target=/stocks/quickinfo/fullquote""&gt;"
